x,y,motor1,motor2,V1,V2,A1,A2
0.56,0.42,-0.06,0.1,0.0,9.07957374049e-06,-5.44774424429e-06,0.0
0.57,0.42,-0.07,0.1,0.0,2.47455423489e-06,-1.73218796442e-06,0.0
0.58,0.42,-0.08,0.1,0.0,5.52152990039e-07,-4.41722392031e-07,0.0
0.59,0.42,-0.09,0.1,0.0,1.0086948164e-07,-9.07825334763e-08,0.0
0.6,0.42,-0.1,0.1,0.0,1.50869155616e-08,-1.50869155616e-08,0.0
0.61,0.42,-0.11,0.1,0.0,1.84748991533e-09,-2.03223890686e-09,0.0
0.62,0.42,-0.12,0.1,0.0,1.8522720424e-10,-2.22272645088e-10,0.0
0.63,0.42,-0.13,0.1,0.0,1.52043748181e-11,-1.97656872635e-11,0.0
0.64,0.42,-0.14,0.1,0.0,1.02181780561e-12,-1.43054492785e-12,0.0
0.65,0.42,-0.15,0.1,0.0,5.62237059758e-14,-8.43355589636e-14,0.0
0.35,0.43,0.15,0.1,0.0,2.51977168565e-13,3.77965752848e-13,0.0
0.36,0.43,0.14,0.1,0.0,4.57946969119e-12,6.41125756766e-12,0.0
0.37,0.43,0.13,0.1,0.0,6.81412804254e-11,8.8583664553e-11,0.0
0.38,0.43,0.12,0.1,0.0,8.30130734094e-10,9.96156880913e-10,0.0
0.39,0.43,0.11,0.1,0.0,8.27987509479e-09,9.10786260427e-09,0.0
0.4,0.43,0.1,0.1,0.0,6.76148468193e-08,6.76148468193e-08,0.0
0.41,0.43,0.09,0.1,0.0,4.52064859581e-07,4.06858373623e-07,0.0
0.42,0.43,0.08,0.1,0.0,2.47455423489e-06,1.97964338791e-06,0.0
0.43,0.43,0.07,0.1,0.0,1.10897049446e-05,7.76279346119e-06,0.0
0.44,0.43,0.06,0.1,0.0,4.0685395611e-05,2.44112373666e-05,0.0
0.45,0.43,0.05,0.1,0.0,0.000122175871887,6.10879359434e-05,0.0
0.46,0.43,0.04,0.1,0.0,0.000300236451347,0.000120094580539,0.0
0.47,0.43,0.03,0.1,0.0,0.000603683264942,0.000181104979483,0.0
0.48,0.43,0.02,0.1,0.0,0.000993360330011,0.000198672066002,0.0
0.49,0.43,0.01,0.1,0.0,0.00133857018486,0.000133857018486,0.0
0.5,0.43,-1.11022302463e-16,0.1,0.0,0.00147830826886,-1.64125187758e-18,0.0
0.51,0.43,-0.01,0.1,0.0,0.00133857018486,-0.000133857018486,0.0
0.52,0.43,-0.02,0.1,0.0,0.000993360330011,-0.000198672066002,0.0
0.53,0.43,-0.03,0.1,0.0,0.000603683264942,-0.000181104979483,0.0
0.54,0.43,-0.04,0.1,0.0,0.000300236451347,-0.000120094580539,0.0
0.55,0.43,-0.05,0.1,0.0,0.000122175871887,-6.10879359434e-05,0.0
0.56,0.43,-0.06,0.1,0.0,4.0685395611e-05,-2.44112373666e-05,0.0
0.57,0.43,-0.07,0.1,0.0,1.10897049446e-05,-7.76279346119e-06,0.0
0.58,0.43,-0.08,0.1,0.0,2.47455423489e-06,-1.97964338791e-06,0.0
0.59,0.43,-0.09,0.1,0.0,4.52064859581e-07,-4.06858373623e-07,0.0
0.6,0.43,-0.1,0.1,0.0,6.76148468192e-08,-6.76148468192e-08,0.0
0.61,0.43,-0.11,0.1,0.0,8.27987509479e-09,-9.10786260427e-09,0.0
0.62,0.43,-0.12,0.1,0.0,8.30130734094e-10,-9.96156880913e-10,0.0
0.63,0.43,-0.13,0.1,0.0,6.81412804254e-11,-8.8583664553e-11,0.0
0.64,0.43,-0.14,0.1,0.0,4.57946969119e-12,-6.41125756766e-12,0.0
0.65,0.43,-0.15,0.1,0.0,2.51977168565e-13,-3.77965752848e-13,0.0
0.35,0.44,0.15,0.1,0.0,9.24578984929e-13,1.38686847739e-12,0.0
0.36,0.44,0.14,0.1,0.0,1.68034328763e-11,2.35248060268e-11,0.0
0.37,0.44,0.13,0.1,0.0,2.50030572965e-10,3.25039744854e-10,0.0
0.38,0.44,0.12,0.1,0.0,3.04599590255e-09,3.65519508306e-09,0.0
0.39,0.44,0.11,0.1,0.0,3.03813147363e-08,3.34194462099e-08,0.0
0.4,0.44,0.1,0.1,0.0,2.48098708226e-07,2.48098708226e-07,0.0
0.41,0.44,0.09,0.1,0.0,1.65875007478e-06,1.4928750673e-06,0.0
0.42,0.44,0.08,0.1,0.0,9.07957374049e-06,7.26365899239e-06,0.0
0.43,0.44,0.07,0.1,0.0,4.0685395611e-05,2.84797769277e-05,0.0
0.44,0.44,0.06,0.1,0.0,0.000149205766767,8.95234600604e-05,0.0
0.45,0.44,0.05,0.1,0.0,0.000447569704255,0.000223784852128,0.0
0.46,0.44,0.04,0.1,0.0,0.00109725977989,0.000438903911956,0.0
0.47,0.44,0.03,0.1,0.0,0.00219738852612,0.000659216557836,0.0
0.48,0.44,0.02,0.1,0.0,0.00359724199242,0.000719448398484,0.0
0.49,0.44,0.01,0.1,0.0,0.00482540428353,0.000482540428353,0.0
0.5,0.44,-1.11022302463e-16,0.1,0.0,0.00531939871537,-5.90571893097e-18,0.0
0.51,0.44,-0.01,0.1,0.0,0.00482540428353,-0.000482540428353,0.0
0.52,0.44,-0.02,0.1,0.0,0.00359724199242,-0.000719448398484,0.0
0.53,0.44,-0.03,0.1,0.0,0.00219738852612,-0.000659216557836,0.0
0.54,0.44,-0.04,0.1,0.0,0.00109725977989,-0.000438903911956,0.0
0.55,0.44,-0.05,0.1,0.0,0.000447569704255,-0.000223784852128,0.0
0.56,0.44,-0.06,0.1,0.0,0.000149205766767,-8.95234600604e-05,0.0
0.57,0.44,-0.07,0.1,0.0,4.0685395611e-05,-2.84797769277e-05,0.0
0.58,0.44,-0.08,0.1,0.0,9.07957374049e-06,-7.26365899239e-06,0.0
0.59,0.44,-0.09,0.1,0.0,1.65875007478e-06,-1.4928750673e-06,0.0
0.6,0.44,-0.1,0.1,0.0,2.48098708226e-07,-2.48098708226e-07,0.0
0.61,0.44,-0.11,0.1,0.0,3.03813147363e-08,-3.34194462099e-08,0.0
0.62,0.44,-0.12,0.1,0.0,3.04599590255e-09,-3.65519508306e-09,0.0
0.63,0.44,-0.13,0.1,0.0,2.50030572965e-10,-3.25039744854e-10,0.0
0.64,0.44,-0.14,0.1,0.0,1.68034328763e-11,-2.35248060268e-11,0.0
0.65,0.44,-0.15,0.1,0.0,9.24578984929e-13,-1.38686847739e-12,0.0
0.35,0.45,0.15,0.1,0.0,2.77758877295e-12,4.16638315943e-12,0.0
0.36,0.45,0.14,0.1,0.0,5.04803021242e-11,7.06724229738e-11,0.0
0.37,0.45,0.13,0.1,0.0,7.51133350367e-10,9.76473355477e-10,0.0
0.38,0.45,0.12,0.1,0.0,9.15067712022e-09,1.09808125443e-08,0.0
0.39,0.45,0.11,0.1,0.0,9.12704857066e-08,1.00397534277e-07,0.0
0.4,0.45,0.1,0.1,0.0,7.45327856837e-07,7.45327856837e-07,0.0
0.41,0.45,0.09,0.1,0.0,4.98307778789e-06,4.4847700091e-06,0.0
0.42,0.45,0.08,0.1,0.0,2.72740654159e-05,2.18192523327e-05,0.0
0.43,0.45,0.07,0.1,0.0,0.000122175871887,8.55231103208e-05,0.0
0.44,0.45,0.06,0.1,0.0,0.000447569704255,0.000268541822553,0.0
0.45,0.45,0.05,0.1,0.0,0.00133857018486,0.000669285092428,0.0
0.46,0.45,0.04,0.1,0.0,0.00326049987429,0.00130419994972,0.0
0.47,0.45,0.03,0.1,0.0,0.00645909293969,0.00193772788191,0.0
0.48,0.45,0.02,0.1,0.0,0.0104307126157,0.00208614252314,0.0
0.49,0.45,0.01,0.1,0.0,0.0138276840687,0.00138276840687,0.0
0.5,0.45,-1.11022302463e-16,0.1,0.0,0.0151716360042,-1.68438996131e-17,0.0
0.51,0.45,-0.01,0.1,0.0,0.0138276840687,-0.00138276840687,0.0
0.52,0.45,-0.02,0.1,0.0,0.0104307126157,-0.00208614252314,0.0
0.53,0.45,-0.03,0.1,0.0,0.00645909293969,-0.00193772788191,0.0
0.54,0.45,-0.04,0.1,0.0,0.00326049987429,-0.00130419994972,0.0
0.55,0.45,-0.05,0.1,0.0,0.00133857018486,-0.000669285092428,0.0
0.56,0.45,-0.06,0.1,0.0,0.000447569704255,-0.000268541822553,0.0
0.57,0.45,-0.07,0.1,0.0,0.000122175871887,-8.55231103208e-05,0.0
0.58,0.45,-0.08,0.1,0.0,2.72740654159e-05,-2.18192523327e-05,0.0
0.59,0.45,-0.09,0.1,0.0,4.98307778789e-06,-4.4847700091e-06,0.0
0.6,0.45,-0.1,0.1,0.0,7.45327856837e-07,-7.45327856837e-07,0.0
0.61,0.45,-0.11,0.1,0.0,9.12704857065e-08,-1.00397534277e-07,0.0
0.62,0.45,-0.12,0.1,0.0,9.15067712022e-09,-1.09808125443e-08,0.0
0.63,0.45,-0.13,0.1,0.0,7.51133350367e-10,-9.76473355477e-10,0.0
0.64,0.45,-0.14,0.1,0.0,5.04803021242e-11,-7.06724229738e-11,0.0
0.65,0.45,-0.15,0.1,0.0,2.77758877295e-12,-4.16638315943e-12,0.0
0.35,0.46,0.15,0.1,0.0,6.83176598733e-12,1.0247648981e-11,0.0
0.36,0.46,0.14,0.1,0.0,1.24161508111e-10,1.73826111355e-10,0.0
0.37,0.46,0.13,0.1,0.0,1.84748991533e-09,2.40173688993e-09,0.0
0.38,0.46,0.12,0.1,0.0,2.2507032411e-08,2.70084388932e-08,0.0
0.39,0.46,0.11,0.1,0.0,2.2448902107e-07,2.46937923177e-07,0.0
0.4,0.46,0.1,0.1,0.0,1.83320074397e-06,1.83320074397e-06,0.0
0.41,0.46,0.09,0.1,0.0,1.22559479233e-05,1.1030353131e-05,0.0
0.42,0.46,0.08,0.1,0.0,6.70700260933e-05,5.36560208746e-05,0.0
0.43,0.46,0.07,0.1,0.0,0.000300236451347,0.000210165515943,0.0
0.44,0.46,0.06,0.1,0.0,0.00109725977989,0.000658355867934,0.0
0.45,0.46,0.05,0.1,0.0,0.00326049987429,0.00163024993714,0.0
0.46,0.46,0.04,0.1,0.0,0.00783314455935,0.00313325782374,0.0
0.47,0.46,0.03,0.1,0.0,0.0151716360042,0.00455149080127,0.0
0.48,0.46,0.02,0.1,0.0,0.0238405844044,0.00476811688088,0.0
0.49,0.46,0.01,0.1,0.0,0.0308930530167,0.00308930530167,0.0
0.5,0.46,-1.11022302463e-16,0.1,0.0,0.0335963229732,-3.72994113076e-17,0.0
0.51,0.46,-0.01,0.1,0.0,0.0308930530167,-0.00308930530167,0.0
0.52,0.46,-0.02,0.1,0.0,0.0238405844044,-0.00476811688088,0.0
0.53,0.46,-0.03,0.1,0.0,0.0151716360042,-0.00455149080127,0.0
0.54,0.46,-0.04,0.1,0.0,0.00783314455935,-0.00313325782374,0.0
0.55,0.46,-0.05,0.1,0.0,0.00326049987429,-0.00163024993714,0.0
0.56,0.46,-0.06,0.1,0.0,0.00109725977989,-0.000658355867934,0.0
0.57,0.46,-0.07,0.1,0.0,0.000300236451347,-0.000210165515943,0.0
0.58,0.46,-0.08,0.1,0.0,6.70700260933e-05,-5.36560208746e-05,0.0
0.59,0.46,-0.09,0.1,0.0,1.22559479233e-05,-1.1030353131e-05,0.0
0.6,0.46,-0.1,0.1,0.0,1.83320074397e-06,-1.83320074397e-06,0.0
0.61,0.46,-0.11,0.1,0.0,2.2448902107e-07,-2.46937923177e-07,0.0
0.62,0.46,-0.12,0.1,0.0,2.2507032411e-08,-2.70084388932e-08,0.0
0.63,0.46,-0.13,0.1,0.0,1.84748991533e-09,-2.40173688993e-09,0.0
0.64,0.46,-0.14,0.1,0.0,1.24161508111e-10,-1.73826111355e-10,0.0
0.65,0.46,-0.15,0.1,0.0,6.83176598733e-12,-1.0247648981e-11,0.0
0.35,0.47,0.15,0.1,0.0,1.37574872533e-11,2.063623088e-11,0.0
0.36,0.47,0.14,0.1,0.0,2.50030572965e-10,3.50042802151e-10,0.0
0.37,0.47,0.13,0.1,0.0,3.72038778418e-09,4.83650411943e-09,0.0
0.38,0.47,0.12,0.1,0.0,4.53235922842e-08,5.4388310741e-08,0.0
0.39,0.47,0.11,0.1,0.0,4.52064859581e-07,4.97271345539e-07,0.0
0.4,0.47,0.1,0.1,0.0,3.69157865913e-06,3.69157865913e-06,0.0
0.41,0.47,0.09,0.1,0.0,2.46789151972e-05,2.22110236775e-05,0.0
0.42,0.47,0.08,0.1,0.0,0.000135016546127,0.000108013236901,0.0
0.43,0.47,0.07,0.1,0.0,0.000603683264942,0.000422578285459,0.0
0.44,0.47,0.06,0.1,0.0,0.00219738852612,0.00131843311567,0.0
0.45,0.47,0.05,0.1,0.0,0.00645909293969,0.00322954646985,0.0
0.46,0.47,0.04,0.1,0.0,0.0151716360042,0.0060686544017,0.0
0.47,0.47,0.03,0.1,0.0,0.0283702129801,0.00851106389403,0.0
0.48,0.47,0.02,0.1,0.0,0.0428330033915,0.0085666006783,0.0
0.49,0.47,0.01,0.1,0.0,0.053788284274,0.0053788284274,0.0
0.5,0.47,-1.11022302463e-16,0.1,0.0,0.057810099475,-6.4182103493e-17,0.0
0.51,0.47,-0.01,0.1,0.0,0.053788284274,-0.0053788284274,0.0
0.52,0.47,-0.02,0.1,0.0,0.0428330033915,-0.0085666006783,0.0
0.53,0.47,-0.03,0.1,0.0,0.0283702129801,-0.00851106389403,0.0
0.54,0.47,-0.04,0.1,0.0,0.0151716360042,-0.0060686544017,0.0
0.55,0.47,-0.05,0.1,0.0,0.00645909293969,-0.00322954646985,0.0
0.56,0.47,-0.06,0.1,0.0,0.00219738852612,-0.00131843311567,0.0
0.57,0.47,-0.07,0.1,0.0,0.000603683264942,-0.000422578285459,0.0
0.58,0.47,-0.08,0.1,0.0,0.000135016546127,-0.000108013236901,0.0
0.59,0.47,-0.09,0.1,0.0,2.46789151972e-05,-2.22110236775e-05,0.0
0.6,0.47,-0.1,0.1,0.0,3.69157865913e-06,-3.69157865913e-06,0.0
0.61,0.47,-0.11,0.1,0.0,4.52064859581e-07,-4.97271345539e-07,0.0
0.62,0.47,-0.12,0.1,0.0,4.53235922842e-08,-5.4388310741e-08,0.0
0.63,0.47,-0.13,0.1,0.0,3.72038778418e-09,-4.83650411943e-09,0.0
0.64,0.47,-0.14,0.1,0.0,2.50030572965e-10,-3.50042802151e-10,0.0
0.65,0.47,-0.15,0.1,0.0,1.37574872533e-11,-2.063623088e-11,0.0
0.35,0.48,0.15,0.1,0.0,2.26822618649e-11,3.40233927974e-11,0.0
0.36,0.48,0.14,0.1,0.0,4.12230723638e-10,5.77123013093e-10,0.0
0.37,0.48,0.13,0.1,0.0,6.133882401e-09,7.97404712131e-09,0.0
0.38,0.48,0.12,0.1,0.0,7.47259596779e-08,8.96711516134e-08,0.0
0.39,0.48,0.11,0.1,0.0,7.45327856837e-07,8.19860642521e-07,0.0
0.4,0.48,0.1,0.1,0.0,6.08631138011e-06,6.08631138011e-06,0.0
0.41,0.48,0.09,0.1,0.0,4.0685395611e-05,3.66168560499e-05,0.0
0.42,0.48,0.08,0.1,0.0,0.000222507206572,0.000178005765258,0.0
0.43,0.48,0.07,0.1,0.0,0.000993360330011,0.000695352231008,0.0
0.44,0.48,0.06,0.1,0.0,0.00359724199242,0.00215834519545,0.0
0.45,0.48,0.05,0.1,0.0,0.0104307126157,0.00521535630784,0.0
0.46,0.48,0.04,0.1,0.0,0.0238405844044,0.00953623376177,0.0
0.47,0.48,0.03,0.1,0.0,0.0428330033915,0.0128499010174,0.0
0.48,0.48,0.02,0.1,0.0,0.0620051037745,0.0124010207549,0.0
0.49,0.48,0.01,0.1,0.0,0.0755081337596,0.00755081337596,0.0
0.5,0.48,-1.11022302463e-16,0.1,0.0,0.0802624679775,-8.91092399619e-17,0.0
0.51,0.48,-0.01,0.1,0.0,0.0755081337596,-0.00755081337596,0.0
0.52,0.48,-0.02,0.1,0.0,0.0620051037745,-0.0124010207549,0.0
0.53,0.48,-0.03,0.1,0.0,0.0428330033915,-0.0128499010174,0.0
0.54,0.48,-0.04,0.1,0.0,0.0238405844044,-0.00953623376177,0.0
0.55,0.48,-0.05,0.1,0.0,0.0104307126157,-0.00521535630784,0.0
0.56,0.48,-0.06,0.1,0.0,0.00359724199242,-0.00215834519545,0.0
0.57,0.48,-0.07,0.1,0.0,0.000993360330011,-0.000695352231008,0.0
0.58,0.48,-0.08,0.1,0.0,0.000222507206572,-0.000178005765258,0.0
0.59,0.48,-0.09,0.1,0.0,4.0685395611e-05,-3.66168560499e-05,0.0
0.6,0.48,-0.1,0.1,0.0,6.08631138011e-06,-6.08631138011e-06,0.0
0.61,0.48,-0.11,0.1,0.0,7.45327856837e-07,-8.19860642521e-07,0.0
0.62,0.48,-0.12,0.1,0.0,7.47259596778e-08,-8.96711516134e-08,0.0
0.63,0.48,-0.13,0.1,0.0,6.133882401e-09,-7.97404712131e-09,0.0
0.64,0.48,-0.14,0.1,0.0,4.12230723638e-10,-5.77123013093e-10,0.0
0.65,0.48,-0.15,0.1,0.0,2.26822618649e-11,-3.40233927974e-11,0.0
0.35,0.49,0.15,0.1,0.0,3.06178509529e-11,4.59267764294e-11,0.0
0.36,0.49,0.14,0.1,0.0,5.56453272655e-10,7.79034581717e-10,0.0
0.37,0.49,0.13,0.1,0.0,8.27987509479e-09,1.07638376232e-08,0.0
0.38,0.49,0.12,0.1,0.0,1.0086948164e-07,1.21043377968e-07,0.0
0.39,0.49,0.11,0.1,0.0,1.00608606035e-06,1.10669466639e-06,0.0
0.4,0.49,0.1,0.1,0.0,8.21557355295e-06,8.21557355295e-06,0.0
0.41,0.49,0.09,0.1,0.0,5.49156312203e-05,4.94240680982e-05,0.0
0.42,0.49,0.08,0.1,0.0,0.000300236451347,0.000240189161078,0.0
0.43,0.49,0.07,0.1,0.0,0.00133857018486,0.0009369991294,0.0
0.44,0.49,0.06,0.1,0.0,0.00482540428353,0.00289524257012,0.0
0.45,0.49,0.05,0.1,0.0,0.0138276840687,0.00691384203433,0.0
0.46,0.49,0.04,0.1,0.0,0.0308930530167,0.0123572212067,0.0
0.47,0.49,0.03,0.1,0.0,0.053788284274,0.0161364852822,0.0
0.48,0.49,0.02,0.1,0.0,0.0755081337596,0.0151016267519,0.0
0.49,0.49,0.01,0.1,0.0,0.0900332005375,0.00900332005375,0.0
0.5,0.49,-1.11022302463e-16,0.1,0.0,0.0950041625042,-1.05475808647e-16,0.0
0.51,0.49,-0.01,0.1,0.0,0.0900332005375,-0.00900332005375,0.0
0.52,0.49,-0.02,0.1,0.0,0.0755081337596,-0.0151016267519,0.0
0.53,0.49,-0.03,0.1,0.0,0.053788284274,-0.0161364852822,0.0
0.54,0.49,-0.04,0.1,0.0,0.0308930530167,-0.0123572212067,0.0
0.55,0.49,-0.05,0.1,0.0,0.0138276840687,-0.00691384203433,0.0
0.56,0.49,-0.06,0.1,0.0,0.00482540428353,-0.00289524257012,0.0
0.57,0.49,-0.07,0.1,0.0,0.00133857018486,-0.0009369991294,0.0
0.58,0.49,-0.08,0.1,0.0,0.000300236451347,-0.000240189161078,0.0
0.59,0.49,-0.09,0.1,0.0,5.49156312203e-05,-4.94240680982e-05,0.0
0.6,0.49,-0.1,0.1,0.0,8.21557355295e-06,-8.21557355295e-06,0.0
0.61,0.49,-0.11,0.1,0.0,1.00608606035e-06,-1.10669466639e-06,0.0
0.62,0.49,-0.12,0.1,0.0,1.0086948164e-07,-1.21043377968e-07,0.0
0.63,0.49,-0.13,0.1,0.0,8.27987509479e-09,-1.07638376232e-08,0.0
0.64,0.49,-0.14,0.1,0.0,5.56453272655e-10,-7.79034581717e-10,0.0
0.65,0.49,-0.15,0.1,0.0,3.06178509529e-11,-4.59267764294e-11,0.0
0.35,0.5,0.15,0.1,0.0,3.38379584466e-11,5.07569376699e-11,0.0
0.36,0.5,0.14,0.1,0.0,6.14975974026e-10,8.60966363637e-10,0.0
0.37,0.5,0.13,0.1,0.0,9.15067712022e-09,1.18958802563e-08,0.0
0.38,0.5,0.12,0.1,0.0,1.11478011717e-07,1.33773614061e-07,0.0
0.39,0.5,0.11,0.1,0.0,1.11189646673e-06,1.2230861134e-06,0.0
0.4,0.5,0.1,0.1,0.0,9.07957374049e-06,9.07957374049e-06,0.0
0.41,0.5,0.09,0.1,0.0,6.06894060058e-05,5.46204654052e-05,0.0
0.42,0.5,0.08,0.1,0.0,0.000331760216035,0.000265408172828,0.0
0.43,0.5,0.07,0.1,0.0,0.00147830826886,0.0010348157882,0.0
0.44,0.5,0.06,0.1,0.0,0.00531939871537,0.00319163922922,0.0
0.45,0.5,0.05,0.1,0.0,0.0151716360042,0.00758581800212,0.0
0.46,0.5,0.04,0.1,0.0,0.0335963229732,0.0134385291893,0.0
0.47,0.5,0.03,0.1,0.0,0.057810099475,0.0173430298425,0.0
0.48,0.5,0.02,0.1,0.0,0.0802624679775,0.0160524935955,0.0
0.49,0.5,0.01,0.1,0.0,0.0950041625042,0.00950041625042,0.0
