x,y,motor1,motor2,V1,V2,A1,A2
0.44,0.58,0.06,0.1,0.0,9.07957374049e-06,5.44774424429e-06,0.0
0.45,0.58,0.05,0.1,0.0,2.72740654159e-05,1.36370327079e-05,0.0
0.46,0.58,0.04,0.1,0.0,6.70700260933e-05,2.68280104373e-05,0.0
0.47,0.58,0.03,0.1,0.0,0.000135016546127,4.0504963838e-05,0.0
0.48,0.58,0.02,0.1,0.0,0.000222507206572,4.45014413144e-05,0.0
0.49,0.58,0.01,0.1,0.0,0.000300236451347,3.00236451347e-05,0.0
0.5,0.58,-1.11022302463e-16,0.1,0.0,0.000331760216035,-3.68327830497e-19,0.0
0.51,0.58,-0.01,0.1,0.0,0.000300236451347,-3.00236451347e-05,0.0
0.52,0.58,-0.02,0.1,0.0,0.000222507206572,-4.45014413144e-05,0.0
0.53,0.58,-0.03,0.1,0.0,0.000135016546127,-4.0504963838e-05,0.0
0.54,0.58,-0.04,0.1,0.0,6.70700260933e-05,-2.68280104373e-05,0.0
0.55,0.58,-0.05,0.1,0.0,2.72740654159e-05,-1.36370327079e-05,0.0
0.56,0.58,-0.06,0.1,0.0,9.07957374049e-06,-5.44774424429e-06,0.0
0.57,0.58,-0.07,0.1,0.0,2.47455423489e-06,-1.73218796442e-06,0.0
0.58,0.58,-0.08,0.1,0.0,5.52152990039e-07,-4.41722392031e-07,0.0
0.59,0.58,-0.09,0.1,0.0,1.0086948164e-07,-9.07825334763e-08,0.0
0.6,0.58,-0.1,0.1,0.0,1.50869155616e-08,-1.50869155616e-08,0.0
0.61,0.58,-0.11,0.1,0.0,1.84748991533e-09,-2.03223890686e-09,0.0
0.62,0.58,-0.12,0.1,0.0,1.8522720424e-10,-2.22272645088e-10,0.0
0.63,0.58,-0.13,0.1,0.0,1.52043748181e-11,-1.97656872635e-11,0.0
0.64,0.58,-0.14,0.1,0.0,1.02181780561e-12,-1.43054492785e-12,0.0
0.65,0.58,-0.15,0.1,0.0,5.62237059758e-14,-8.43355589636e-14,0.0
0.35,0.59,0.15,0.1,0.0,1.0271144743e-14,1.54067171144e-14,0.0
0.36,0.59,0.14,0.1,0.0,1.86669277669e-13,2.61336988737e-13,0.0
0.37,0.59,0.13,0.1,0.0,2.77758877295e-12,3.61086540484e-12,0.0
0.38,0.59,0.12,0.1,0.0,3.38379584466e-11,4.06055501359e-11,0.0
0.39,0.59,0.11,0.1,0.0,3.37505970932e-10,3.71256568025e-10,0.0
0.4,0.59,0.1,0.1,0.0,2.75613107181e-09,2.75613107181e-09,0.0
0.41,0.59,0.09,0.1,0.0,1.84271999713e-08,1.65844799742e-08,0.0
0.42,0.59,0.08,0.1,0.0,1.0086948164e-07,8.06955853122e-08,0.0
0.43,0.59,0.07,0.1,0.0,4.52064859581e-07,3.16445401706e-07,0.0
0.44,0.59,0.06,0.1,0.0,1.65875007478e-06,9.95250044867e-07,0.0
0.45,0.59,0.05,0.1,0.0,4.98307778789e-06,2.49153889394e-06,0.0
0.46,0.59,0.04,0.1,0.0,1.22559479233e-05,4.90237916933e-06,0.0
0.47,0.59,0.03,0.1,0.0,2.46789151972e-05,7.40367455917e-06,0.0
0.48,0.59,0.02,0.1,0.0,4.0685395611e-05,8.13707912221e-06,0.0
0.49,0.59,0.01,0.1,0.0,5.49156312203e-05,5.49156312203e-06,0.0
0.5,0.59,-1.11022302463e-16,0.1,0.0,6.06894060058e-05,-6.73787758984e-20,0.0
0.51,0.59,-0.01,0.1,0.0,5.49156312203e-05,-5.49156312203e-06,0.0
0.52,0.59,-0.02,0.1,0.0,4.0685395611e-05,-8.13707912221e-06,0.0
0.53,0.59,-0.03,0.1,0.0,2.46789151972e-05,-7.40367455917e-06,0.0
0.54,0.59,-0.04,0.1,0.0,1.22559479233e-05,-4.90237916933e-06,0.0
0.55,0.59,-0.05,0.1,0.0,4.98307778789e-06,-2.49153889394e-06,0.0
0.56,0.59,-0.06,0.1,0.0,1.65875007478e-06,-9.95250044867e-07,0.0
0.57,0.59,-0.07,0.1,0.0,4.52064859581e-07,-3.16445401706e-07,0.0
0.58,0.59,-0.08,0.1,0.0,1.0086948164e-07,-8.06955853122e-08,0.0
0.59,0.59,-0.09,0.1,0.0,1.84271999713e-08,-1.65844799742e-08,0.0
0.6,0.59,-0.1,0.1,0.0,2.75613107181e-09,-2.75613107181e-09,0.0
0.61,0.59,-0.11,0.1,0.0,3.37505970932e-10,-3.71256568025e-10,0.0
0.62,0.59,-0.12,0.1,0.0,3.38379584466e-11,-4.06055501359e-11,0.0
0.63,0.59,-0.13,0.1,0.0,2.77758877295e-12,-3.61086540484e-12,0.0
0.64,0.59,-0.14,0.1,0.0,1.86669277669e-13,-2.61336988737e-13,0.0
0.65,0.59,-0.15,0.1,0.0,1.0271144743e-14,-1.54067171144e-14,0.0
0.35,0.6,0.15,0.1,0.0,1.53624093704e-15,2.30436140556e-15,0.0
0.36,0.6,0.14,0.1,0.0,2.79198661123e-14,3.90878125572e-14,0.0
0.37,0.6,0.13,0.1,0.0,4.15440117544e-13,5.40072152807e-13,0.0
0.38,0.6,0.12,0.1,0.0,5.0610967229e-12,6.07331606747e-12,0.0
0.39,0.6,0.11,0.1,0.0,5.04803021242e-11,5.55283323366e-11,0.0
0.4,0.6,0.1,0.1,0.0,4.12230723638e-10,4.12230723638e-10,0.0
0.41,0.6,0.09,0.1,0.0,2.75613107181e-09,2.48051796463e-09,0.0
0.42,0.6,0.08,0.1,0.0,1.50869155616e-08,1.20695324493e-08,0.0
0.43,0.6,0.07,0.1,0.0,6.76148468192e-08,4.73303927735e-08,0.0
0.44,0.6,0.06,0.1,0.0,2.48098708226e-07,1.48859224936e-07,0.0
0.45,0.6,0.05,0.1,0.0,7.45327856837e-07,3.72663928419e-07,0.0
0.46,0.6,0.04,0.1,0.0,1.83320074397e-06,7.33280297588e-07,0.0
0.47,0.6,0.03,0.1,0.0,3.69157865913e-06,1.10747359774e-06,0.0
0.48,0.6,0.02,0.1,0.0,6.08631138011e-06,1.21726227602e-06,0.0
0.49,0.6,0.01,0.1,0.0,8.21557355295e-06,8.21557355295e-07,0.0
0.5,0.6,-1.11022302463e-16,0.1,0.0,9.07957374049e-06,-1.00803518205e-20,0.0
0.51,0.6,-0.01,0.1,0.0,8.21557355295e-06,-8.21557355295e-07,0.0
0.52,0.6,-0.02,0.1,0.0,6.08631138011e-06,-1.21726227602e-06,0.0
0.53,0.6,-0.03,0.1,0.0,3.69157865913e-06,-1.10747359774e-06,0.0
0.54,0.6,-0.04,0.1,0.0,1.83320074397e-06,-7.33280297588e-07,0.0
0.55,0.6,-0.05,0.1,0.0,7.45327856837e-07,-3.72663928419e-07,0.0
0.56,0.6,-0.06,0.1,0.0,2.48098708226e-07,-1.48859224936e-07,0.0
0.57,0.6,-0.07,0.1,0.0,6.76148468192e-08,-4.73303927735e-08,0.0
0.58,0.6,-0.08,0.1,0.0,1.50869155616e-08,-1.20695324493e-08,0.0
0.59,0.6,-0.09,0.1,0.0,2.75613107181e-09,-2.48051796463e-09,0.0
0.6,0.6,-0.1,0.1,0.0,4.12230723638e-10,-4.12230723638e-10,0.0
0.61,0.6,-0.11,0.1,0.0,5.04803021242e-11,-5.55283323366e-11,0.0
0.62,0.6,-0.12,0.1,0.0,5.0610967229e-12,-6.07331606747e-12,0.0
0.63,0.6,-0.13,0.1,0.0,4.15440117544e-13,-5.40072152807e-13,0.0
0.64,0.6,-0.14,0.1,0.0,2.79198661123e-14,-3.90878125572e-14,0.0
0.65,0.6,-0.15,0.1,0.0,1.53624093704e-15,-2.30436140556e-15,0.0
0.35,0.61,0.15,0.1,0.0,1.88122578086e-16,2.82183867129e-16,0.0
0.36,0.61,0.14,0.1,0.0,3.41896708141e-15,4.78655391397e-15,0.0
0.37,0.61,0.13,0.1,0.0,5.08733129475e-14,6.61353068318e-14,0.0
0.38,0.61,0.12,0.1,0.0,6.19763827742e-13,7.43716593291e-13,0.0
0.39,0.61,0.11,0.1,0.0,6.18163749663e-12,6.79980124629e-12,0.0
0.4,0.61,0.1,0.1,0.0,5.04803021242e-11,5.04803021242e-11,0.0
0.41,0.61,0.09,0.1,0.0,3.37505970932e-10,3.03755373839e-10,0.0
0.42,0.61,0.08,0.1,0.0,1.84748991533e-09,1.47799193226e-09,0.0
0.43,0.61,0.07,0.1,0.0,8.27987509479e-09,5.79591256635e-09,0.0
0.44,0.61,0.06,0.1,0.0,3.03813147363e-08,1.82287888418e-08,0.0
0.45,0.61,0.05,0.1,0.0,9.12704857065e-08,4.56352428533e-08,0.0
0.46,0.61,0.04,0.1,0.0,2.2448902107e-07,8.9795608428e-08,0.0
0.47,0.61,0.03,0.1,0.0,4.52064859581e-07,1.35619457874e-07,0.0
0.48,0.61,0.02,0.1,0.0,7.45327856837e-07,1.49065571367e-07,0.0
0.49,0.61,0.01,0.1,0.0,1.00608606035e-06,1.00608606035e-07,0.0
0.5,0.61,-1.11022302463e-16,0.1,0.0,1.11189646673e-06,-1.23445305836e-21,0.0
0.51,0.61,-0.01,0.1,0.0,1.00608606035e-06,-1.00608606035e-07,0.0
0.52,0.61,-0.02,0.1,0.0,7.45327856837e-07,-1.49065571367e-07,0.0
0.53,0.61,-0.03,0.1,0.0,4.52064859581e-07,-1.35619457874e-07,0.0
0.54,0.61,-0.04,0.1,0.0,2.2448902107e-07,-8.9795608428e-08,0.0
0.55,0.61,-0.05,0.1,0.0,9.12704857065e-08,-4.56352428533e-08,0.0
0.56,0.61,-0.06,0.1,0.0,3.03813147363e-08,-1.82287888418e-08,0.0
0.57,0.61,-0.07,0.1,0.0,8.27987509479e-09,-5.79591256635e-09,0.0
0.58,0.61,-0.08,0.1,0.0,1.84748991533e-09,-1.47799193226e-09,0.0
0.59,0.61,-0.09,0.1,0.0,3.37505970932e-10,-3.03755373839e-10,0.0
0.6,0.61,-0.1,0.1,0.0,5.04803021242e-11,-5.04803021242e-11,0.0
0.61,0.61,-0.11,0.1,0.0,6.18163749663e-12,-6.79980124629e-12,0.0
0.62,0.61,-0.12,0.1,0.0,6.19763827742e-13,-7.43716593291e-13,0.0
0.63,0.61,-0.13,0.1,0.0,5.08733129475e-14,-6.61353068318e-14,0.0
0.64,0.61,-0.14,0.1,0.0,3.41896708141e-15,-4.78655391397e-15,0.0
0.65,0.61,-0.15,0.1,0.0,1.88122578086e-16,-2.82183867129e-16,0.0
0.35,0.62,0.15,0.1,0.0,1.88609521571e-17,2.82914282356e-17,0.0
0.36,0.62,0.14,0.1,0.0,3.42781686308e-16,4.79894360832e-16,0.0
0.37,0.62,0.13,0.1,0.0,5.10049953247e-15,6.63064939221e-15,0.0
0.38,0.62,0.12,0.1,0.0,6.21368047508e-14,7.4564165701e-14,0.0
0.39,0.62,0.11,0.1,0.0,6.19763827742e-13,6.81740210517e-13,0.0
0.4,0.62,0.1,0.1,0.0,5.0610967229e-12,5.0610967229e-12,0.0
0.41,0.62,0.09,0.1,0.0,3.38379584466e-11,3.04541626019e-11,0.0
0.42,0.62,0.08,0.1,0.0,1.8522720424e-10,1.48181763392e-10,0.0
0.43,0.62,0.07,0.1,0.0,8.30130734094e-10,5.81091513866e-10,0.0
0.44,0.62,0.06,0.1,0.0,3.04599590255e-09,1.82759754153e-09,0.0
0.45,0.62,0.05,0.1,0.0,9.15067712022e-09,4.57533856011e-09,0.0
0.46,0.62,0.04,0.1,0.0,2.2507032411e-08,9.00281296441e-09,0.0
0.47,0.62,0.03,0.1,0.0,4.53235922842e-08,1.35970776853e-08,0.0
0.48,0.62,0.02,0.1,0.0,7.47259596778e-08,1.49451919356e-08,0.0
0.49,0.62,0.01,0.1,0.0,1.0086948164e-07,1.0086948164e-08,0.0
0.5,0.62,-1.11022302463e-16,0.1,0.0,1.11478011717e-07,-1.23765455348e-22,0.0
0.51,0.62,-0.01,0.1,0.0,1.0086948164e-07,-1.0086948164e-08,0.0
0.52,0.62,-0.02,0.1,0.0,7.47259596778e-08,-1.49451919356e-08,0.0
0.53,0.62,-0.03,0.1,0.0,4.53235922842e-08,-1.35970776853e-08,0.0
0.54,0.62,-0.04,0.1,0.0,2.2507032411e-08,-9.00281296441e-09,0.0
0.55,0.62,-0.05,0.1,0.0,9.15067712022e-09,-4.57533856011e-09,0.0
0.56,0.62,-0.06,0.1,0.0,3.04599590255e-09,-1.82759754153e-09,0.0
0.57,0.62,-0.07,0.1,0.0,8.30130734094e-10,-5.81091513866e-10,0.0
0.58,0.62,-0.08,0.1,0.0,1.8522720424e-10,-1.48181763392e-10,0.0
0.59,0.62,-0.09,0.1,0.0,3.38379584466e-11,-3.04541626019e-11,0.0
0.6,0.62,-0.1,0.1,0.0,5.0610967229e-12,-5.0610967229e-12,0.0
0.61,0.62,-0.11,0.1,0.0,6.19763827742e-13,-6.81740210517e-13,0.0
0.62,0.62,-0.12,0.1,0.0,6.21368047508e-14,-7.4564165701e-14,0.0
0.63,0.62,-0.13,0.1,0.0,5.10049953247e-15,-6.63064939221e-15,0.0
0.64,0.62,-0.14,0.1,0.0,3.42781686308e-16,-4.79894360832e-16,0.0
0.65,0.62,-0.15,0.1,0.0,1.88609521571e-17,-2.82914282356e-17,0.0
0.35,0.63,0.15,0.1,0.0,1.54820123186e-18,2.32230184779e-18,0.0
0.36,0.63,0.14,0.1,0.0,2.81372342489e-17,3.93921279485e-17,0.0
0.37,0.63,0.13,0.1,0.0,4.18674497104e-16,5.44276846235e-16,0.0
0.38,0.63,0.12,0.1,0.0,5.10049953247e-15,6.12059943896e-15,0.0
0.39,0.63,0.11,0.1,0.0,5.08733129475e-14,5.59606442423e-14,0.0
0.4,0.63,0.1,0.1,0.0,4.15440117544e-13,4.15440117544e-13,0.0
0.41,0.63,0.09,0.1,0.0,2.77758877295e-12,2.49982989566e-12,0.0
0.42,0.63,0.08,0.1,0.0,1.52043748181e-11,1.21634998544e-11,0.0
0.43,0.63,0.07,0.1,0.0,6.81412804254e-11,4.76988962978e-11,0.0
0.44,0.63,0.06,0.1,0.0,2.50030572965e-10,1.50018343779e-10,0.0
0.45,0.63,0.05,0.1,0.0,7.51133350367e-10,3.75566675183e-10,0.0
0.46,0.63,0.04,0.1,0.0,1.84748991533e-09,7.38995966131e-10,0.0
0.47,0.63,0.03,0.1,0.0,3.72038778418e-09,1.11611633525e-09,0.0
0.48,0.63,0.02,0.1,0.0,6.133882401e-09,1.2267764802e-09,0.0
0.49,0.63,0.01,0.1,0.0,8.27987509479e-09,8.27987509479e-10,0.0
0.5,0.63,-1.11022302463e-16,0.1,0.0,9.15067712022e-09,-1.01592924298e-23,0.0
0.51,0.63,-0.01,0.1,0.0,8.27987509479e-09,-8.27987509479e-10,0.0
0.52,0.63,-0.02,0.1,0.0,6.133882401e-09,-1.2267764802e-09,0.0
0.53,0.63,-0.03,0.1,0.0,3.72038778418e-09,-1.11611633525e-09,0.0
0.54,0.63,-0.04,0.1,0.0,1.84748991533e-09,-7.38995966131e-10,0.0
0.55,0.63,-0.05,0.1,0.0,7.51133350367e-10,-3.75566675183e-10,0.0
0.56,0.63,-0.06,0.1,0.0,2.50030572965e-10,-1.50018343779e-10,0.0
0.57,0.63,-0.07,0.1,0.0,6.81412804254e-11,-4.76988962978e-11,0.0
0.58,0.63,-0.08,0.1,0.0,1.52043748181e-11,-1.21634998544e-11,0.0
0.59,0.63,-0.09,0.1,0.0,2.77758877295e-12,-2.49982989566e-12,0.0
0.6,0.63,-0.1,0.1,0.0,4.15440117544e-13,-4.15440117544e-13,0.0
0.61,0.63,-0.11,0.1,0.0,5.08733129475e-14,-5.59606442423e-14,0.0
0.62,0.63,-0.12,0.1,0.0,5.10049953247e-15,-6.12059943896e-15,0.0
0.63,0.63,-0.13,0.1,0.0,4.18674497104e-16,-5.44276846235e-16,0.0
0.64,0.63,-0.14,0.1,0.0,2.81372342489e-17,-3.93921279485e-17,0.0
0.65,0.63,-0.15,0.1,0.0,1.54820123186e-18,-2.32230184779e-18,0.0
0.35,0.64,0.15,0.1,0.0,1.04047657611e-19,1.56071486417e-19,0.0
0.36,0.64,0.14,0.1,0.0,1.89097725478e-18,2.64736815669e-18,0.0
0.37,0.64,0.13,0.1,0.0,2.81372342489e-17,3.65784045236e-17,0.0
0.38,0.64,0.12,0.1,0.0,3.42781686308e-16,4.1133802357e-16,0.0
0.39,0.64,0.11,0.1,0.0,3.41896708141e-15,3.76086378955e-15,0.0
0.4,0.64,0.1,0.1,0.0,2.79198661123e-14,2.79198661123e-14,0.0
0.41,0.64,0.09,0.1,0.0,1.86669277669e-13,1.68002349902e-13,0.0
0.42,0.64,0.08,0.1,0.0,1.02181780561e-12,8.17454244486e-13,0.0
0.43,0.64,0.07,0.1,0.0,4.57946969119e-12,3.20562878383e-12,0.0
0.44,0.64,0.06,0.1,0.0,1.68034328763e-11,1.00820597258e-11,0.0
0.45,0.64,0.05,0.1,0.0,5.04803021242e-11,2.52401510621e-11,0.0
0.46,0.64,0.04,0.1,0.0,1.24161508111e-10,4.96646032444e-11,0.0
0.47,0.64,0.03,0.1,0.0,2.50030572965e-10,7.50091718894e-11,0.0
0.48,0.64,0.02,0.1,0.0,4.12230723638e-10,8.24461447276e-11,0.0
0.49,0.64,0.01,0.1,0.0,5.56453272655e-10,5.56453272655e-11,0.0
0.5,0.64,-1.11022302463e-16,0.1,0.0,6.14975974026e-10,-6.82760485955e-25,0.0
0.51,0.64,-0.01,0.1,0.0,5.56453272655e-10,-5.56453272655e-11,0.0
0.52,0.64,-0.02,0.1,0.0,4.12230723638e-10,-8.24461447276e-11,0.0
0.53,0.64,-0.03,0.1,0.0,2.50030572965e-10,-7.50091718894e-11,0.0
0.54,0.64,-0.04,0.1,0.0,1.24161508111e-10,-4.96646032444e-11,0.0
0.55,0.64,-0.05,0.1,0.0,5.04803021242e-11,-2.52401510621e-11,0.0
0.56,0.64,-0.06,0.1,0.0,1.68034328763e-11,-1.00820597258e-11,0.0
0.57,0.64,-0.07,0.1,0.0,4.57946969119e-12,-3.20562878383e-12,0.0
0.58,0.64,-0.08,0.1,0.0,1.02181780561e-12,-8.17454244486e-13,0.0
0.59,0.64,-0.09,0.1,0.0,1.86669277669e-13,-1.68002349902e-13,0.0
0.6,0.64,-0.1,0.1,0.0,2.79198661123e-14,-2.79198661123e-14,0.0
0.61,0.64,-0.11,0.1,0.0,3.41896708141e-15,-3.76086378955e-15,0.0
0.62,0.64,-0.12,0.1,0.0,3.42781686308e-16,-4.1133802357e-16,0.0
0.63,0.64,-0.13,0.1,0.0,2.81372342489e-17,-3.65784045236e-17,0.0
0.64,0.64,-0.14,0.1,0.0,1.89097725478e-18,-2.64736815669e-18,0.0
0.65,0.64,-0.15,0.1,0.0,1.04047657611e-19,-1.56071486417e-19,0.0
0.35,0.65,0.15,0.1,0.0,5.7250371611e-21,8.58755574165e-21,0.0
0.36,0.65,0.14,0.1,0.0,1.04047657611e-19,1.45666720656e-19,0.0
0.37,0.65,0.13,0.1,0.0,1.54820123186e-18,2.01266160141e-18,0.0
0.38,0.65,0.12,0.1,0.0,1.88609521571e-17,2.26331425885e-17,0.0
0.39,0.65,0.11,0.1,0.0,1.88122578086e-16,2.06934835895e-16,0.0
0.4,0.65,0.1,0.1,0.0,1.53624093704e-15,1.53624093704e-15,0.0
0.41,0.65,0.09,0.1,0.0,1.0271144743e-14,9.24403026866e-15,0.0
0.42,0.65,0.08,0.1,0.0,5.62237059758e-14,4.49789647806e-14,0.0
0.43,0.65,0.07,0.1,0.0,2.51977168565e-13,1.76384017996e-13,0.0
0.44,0.65,0.06,0.1,0.0,9.24578984929e-13,5.54747390958e-13,0.0
0.45,0.65,0.05,0.1,0.0,2.77758877295e-12,1.38879438648e-12,0.0
0.46,0.65,0.04,0.1,0.0,6.83176598733e-12,2.73270639493e-12,0.0
0.47,0.65,0.03,0.1,0.0,1.37574872533e-11,4.127246176e-12,0.0
0.48,0.65,0.02,0.1,0.0,2.26822618649e-11,4.53645237299e-12,0.0
0.49,0.65,0.01,0.1,0.0,3.06178509529e-11,3.06178509529e-12,0.0
0.5,0.65,-1.11022302463e-16,0.1,0.0,3.38379584466e-11,-3.75676805737e-26,0.0
0.51,0.65,-0.01,0.1,0.0,3.06178509529e-11,-3.06178509529e-12,0.0
0.52,0.65,-0.02,0.1,0.0,2.26822618649e-11,-4.53645237299e-12,0.0
0.53,0.65,-0.03,0.1,0.0,1.37574872533e-11,-4.127246176e-12,0.0
0.54,0.65,-0.04,0.1,0.0,6.83176598733e-12,-2.73270639493e-12,0.0
0.55,0.65,-0.05,0.1,0.0,2.77758877295e-12,-1.38879438648e-12,0.0
0.56,0.65,-0.06,0.1,0.0,9.24578984929e-13,-5.54747390958e-13,0.0
0.57,0.65,-0.07,0.1,0.0,2.51977168565e-13,-1.76384017996e-13,0.0
0.58,0.65,-0.08,0.1,0.0,5.62237059758e-14,-4.49789647806e-14,0.0
0.59,0.65,-0.09,0.1,0.0,1.0271144743e-14,-9.24403026866e-15,0.0
0.6,0.65,-0.1,0.1,0.0,1.53624093704e-15,-1.53624093704e-15,0.0
0.61,0.65,-0.11,0.1,0.0,1.88122578086e-16,-2.06934835895e-16,0.0
0.62,0.65,-0.12,0.1,0.0,1.88609521571e-17,-2.26331425885e-17,0.0
0.63,0.65,-0.13,0.1,0.0,1.54820123186e-18,-2.01266160141e-18,0.0
0.64,0.65,-0.14,0.1,0.0,1.04047657611e-19,-1.45666720656e-19,0.0
0.65,0.65,-0.15,0.1,0.0,5.7250371611e-21,-8.58755574165e-21,0.0
